1,21,2
2,19,3
3,21,4
4,17,5
5,21,7
6,19,8
7,21,10
8,23,6
9,15,8
10,21,10
11,19,9
12,21,11
13,17,7
14,21,9
15,19,11
16,21,8
17,23,9
18,13,10
19,21,13
20,19,11
21,21,13
22,17,15
23,21,12
24,19,14
25,21,23
26,23,25
27,15,21
28,21,25
29,19,23
30,21,25
31,23,19
32,17,25
33,21,23
34,19,25
35,21,21
36,23,25
37,11,23
38,21,25
39,19,17
40,21,25
41,17,23
42,21,25
43,19,21
44,21,25
45,23,23
46,15,25
47,21,19
48,19,25
49,21,23
50,23,25
51,17,21
52,21,25
53,19,23
54,21,25
55,23,15
56,13,23
57,21,25
58,19,21
59,21,25
60,17,23
61,21,25
62,19,19
63,21,25
64,23,23
65,15,25
66,21,21
67,19,25
68,21,23
69,23,25
70,17,17
71,21,25
72,19,23
73,21,25
74,23,21
75,9,25
76,21,23
77,19,25
78,21,19
79,17,25
80,21,23
81,19,25
82,21,21
83,23,25
84,15,23
85,21,25
86,19,13
87,21,23
88,17,25
89,21,21
90,19,25
91,21,23
92,23,25
93,13,19
94,21,25
95,19,23
96,21,25
97,17,21
98,21,25
99,19,23
100,21,25
101,23,17
102,15,25
103,21,23
104,19,25
105,21,21
106,23,25
107,17,23
108,21,25
109,19,19
110,21,25
111,23,23
112,11,25
113,21,21
114,19,25
115,21,23
116,17,25
117,21,15
118,19,25
119,21,23
120,23,25
121,15,21
122,21,25
123,19,23
124,21,25
125,23,19
126,17,25
127,21,23
128,19,25
129,21,21
130,23,25
131,13,23
132,21,25
133,19,17
134,21,25
135,17,23
136,21,25
137,19,21
138,21,25
139,23,23
140,15,25
141,21,19
142,19,25
143,21,23
144,23,25
145,17,21
146,21,25
147,19,23
148,21,25
149,23,24
150,7,26
151,21,22
152,19,26
153,21,24
154,17,26
155,21,20
156,19,24
157,21,26
158,23,22
159,15,26
160,21,24
161,19,26
162,21,18
163,17,24
164,21,26
165,19,22
166,21,26
167,23,24
168,13,26
169,21,20
170,19,26
171,21,24
172,17,26
173,21,22
174,19,26
175,21,24
176,23,26
177,15,16
178,21,24
179,19,26
180,21,22
181,23,26
182,17,24
183,21,26
184,19,20
185,21,24
186,23,26
187,11,22
188,21,26
189,19,24
190,21,26
191,17,18
192,21,24
193,19,26
194,21,22
195,23,26
196,15,24
197,21,26
198,19,20
199,21,26
200,23,24
201,17,26
202,21,22
203,19,26
204,21,24
205,23,26
206,13,14
207,21,24
208,19,26
209,21,22
210,17,26
211,21,24
212,19,26
213,21,20
214,23,24
215,15,26
216,21,22
217,19,26
218,21,24
219,23,26
220,17,18
221,21,24
222,19,26
223,21,22
224,23,26
225,9,24
226,21,26
227,19,20
228,21,26
229,17,24
230,21,26
231,19,22
232,21,26
233,23,24
234,15,26
235,21,16
236,19,24
237,21,26
238,23,22
239,17,26
240,21,24
241,19,26
242,21,20
243,23,24
244,13,26
245,21,22
246,19,26
247,21,24
248,17,26
249,21,18
250,19,24
251,21,26
252,23,22
253,15,26
254,21,24
255,19,26
256,21,20
257,23,26
258,17,24
259,21,26
260,19,22
261,21,26
262,23,24
263,11,26
264,21,25
265,19,27
266,21,23
267,17,27
268,21,25
269,19,27
270,21,21
271,15,25
271,15,25
273,19,23
273,19,23
275,21,25
275,21,25
277,17,19
277,17,19
279,19,25
280,21,27
281,23,23
282,13,27
283,21,25
284,19,27
285,21,21
286,17,27
287,21,25
288,19,27
289,21,23
290,23,27
291,15,25
292,21,27
293,19,17
294,21,25
295,23,27
296,17,23
297,21,27
298,19,25
299,21,27
300,23,21
301,5,27
302,21,25
303,19,27
304,21,23
305,17,27
306,21,25
307,19,27
308,21,19
309,23,25
310,15,27
311,21,23
312,19,27
313,21,25
314,17,21
314,17,21
316,19,25
316,19,25
318,23,27
319,13,23
320,21,27
321,19,25
322,21,27
323,17,15
324,21,25
325,19,27
326,21,23
327,23,27
328,15,25
329,21,27
330,19,21
331,21,27
332,23,25
333,17,27
334,21,23
335,19,27
336,21,25
337,23,27
338,11,19
339,21,25
340,19,27
341,21,23
342,17,27
343,21,25
344,19,27
345,21,21
346,23,27
347,15,25
348,21,27
349,19,23
350,21,27
351,23,25
352,17,27
353,21,17
354,19,25
355,21,27
356,13,23
356,13,23
358,21,25
359,19,27
360,21,21
361,17,27
362,21,25
363,19,27
364,21,23
365,23,27
366,15,25
367,21,27
368,19,19
369,21,25
370,23,27
371,17,23
372,21,27
373,19,25
374,21,27
375,23,21
376,9,27
377,21,25
378,19,27
379,21,23
380,17,27
381,21,25
382,19,27
383,21,28
384,23,26
385,15,28
386,21,24
387,19,28
388,21,26
389,23,28
390,17,22
391,21,28
392,19,26
393,21,28
394,23,24
395,13,28
396,21,26
397,19,28
398,21,30
399,17,20
400,21,28
401,19,26
401,19,26
403,23,24
404,15,28
405,21,26
406,19,28
407,21,22
408,23,28
409,17,26
410,21,28
411,19,24
412,21,28
413,23,26
414,11,28
415,21,30
416,19,18
417,21,28
418,17,26
419,21,28
420,19,24
421,21,28
422,23,26
423,15,28
424,21,22
425,19,28
426,21,26
427,23,28
428,17,24
429,21,28
430,19,26
431,21,28
432,23,30
433,13,20
434,21,28
435,19,26
436,21,28
437,17,24
438,21,28
439,19,26
440,21,28
441,23,30
442,15,22
443,21,28
444,19,26
445,21,28
446,23,24
447,17,28
448,21,26
449,19,28
450,21,30
451,23,16
452,7,28
453,21,26
454,19,28
455,21,24
456,17,28
457,21,26
458,19,28
459,21,22
460,23,28
461,15,26
462,21,28
463,19,24
464,21,28
465,17,26
466,21,28
467,19,30
468,21,20
469,23,28
470,13,26
471,21,28
472,19,24
473,21,28
474,17,26
475,21,28
476,19,22
477,21,28
478,23,26
479,15,28
480,21,24
481,19,28
482,21,26
483,23,28
484,17,30
485,21,18
486,19,28
487,21,26
488,23,28
489,11,24
490,21,28
491,19,26
492,21,28
493,17,22
494,21,28
495,19,26
496,21,28
497,23,24
498,15,28
499,21,26
500,19,28
501,21,30
502,23,20
503,17,28
504,21,26
505,19,28
506,21,24
507,23,28
508,13,26
509,21,28
510,19,30
511,21,22
512,17,28
513,21,26
514,19,28
515,21,24
516,23,28
517,15,26
518,21,28
519,19,30
520,21,25
521,23,27
522,17,23
523,21,27
524,19,25
525,21,27
526,23,21
527,9,27
528,21,25
529,19,27
530,21,23
531,17,27
532,21,25
533,19,27
534,21,19
535,23,25
536,15,27
537,21,23
538,19,27
539,21,25
540,23,27
541,17,21
542,21,27
543,19,25
544,21,27
545,23,23
546,13,27
547,21,25
548,19,27
549,21,17
550,17,25
551,21,27
552,19,23
553,21,27
554,23,25
555,15,27
556,21,21
557,19,27
558,21,25
559,23,27
560,17,23
561,21,27
562,19,25
563,21,27
564,23,19
565,11,27
566,21,25
567,19,27
568,21,23
569,17,27
570,21,25
571,19,27
572,21,21
573,23,27
574,15,25
575,21,27
576,19,23
577,21,27
578,23,25
579,17,27
580,21,30
581,19,28
582,21,30
583,23,32
584,13,26
585,21,30
586,19,32
587,21,28
588,17,30
589,21,32
590,19,24
591,21,30
592,23,32
593,15,28
594,21,30
595,19,32
596,21,26
597,23,30
598,17,32
599,21,28
600,19,30
601,21,32
602,23,22
603,3,30
604,21,32
605,19,28
606,21,30
607,17,32
608,21,26
609,19,30
610,21,32
611,23,28
612,15,30
613,21,32
614,19,24
615,21,30
616,17,32
617,21,28
618,19,30
619,21,32
620,23,26
621,13,30
622,21,32
623,19,28
624,21,30
625,17,32
626,21,20
627,19,30
628,21,32
629,23,28
630,15,30
631,21,32
632,19,26
633,21,30
634,23,32
635,17,28
636,21,30
637,19,32
638,21,24
639,23,30
640,11,32
641,21,28
642,19,30
643,21,32
644,17,26
645,21,30
646,19,32
647,21,28
648,23,30
649,15,32
650,21,22
651,19,30
652,21,32
653,23,28
654,17,30
655,21,32
656,19,26
657,21,30
658,23,32
659,13,28
660,21,30
661,19,32
662,21,24
663,17,30
664,21,32
665,19,28
666,21,30
667,23,32
668,15,26
669,21,30
670,19,32
671,21,28
672,23,30
673,17,32
674,21,18
675,19,30
676,21,32
677,23,28
678,9,30
679,21,32
680,19,26
681,21,30
682,17,32
683,21,28
684,19,30
685,21,32
686,23,24
687,15,30
688,21,32
689,19,28
690,21,30
691,23,32
692,17,26
693,21,30
694,19,32
695,21,28
696,23,30
697,13,32
698,21,22
699,19,30
700,21,32
701,17,28
702,21,30
703,19,32
704,21,26
705,23,30
706,15,32
707,21,28
708,19,30
709,21,32
710,23,24
711,17,30
712,21,32
713,19,28
714,21,30
715,23,32
716,11,26
717,21,30
718,19,32
719,21,28
720,17,30
721,21,32
722,19,20
723,21,30
724,23,32
725,15,28
726,21,30
727,19,32
728,21,26
729,23,30
730,17,32
731,21,28
732,19,30
733,21,32
734,23,24
735,13,30
736,21,32
737,19,28
738,21,30
739,17,32
740,21,26
741,19,30
742,21,32
743,23,28
744,15,30
745,21,32
746,19,22
747,21,30
748,23,32
749,17,28
750,21,30
751,19,32
752,21,26
753,23,30
754,7,32
755,21,28
756,19,30
756,19,30
758,17,24
759,21,30
760,19,32
761,21,28
762,23,30
763,15,32
764,21,26
765,19,30
766,21,32
767,17,28
768,21,30
769,19,32
770,21,29
771,23,31
772,13,27
773,21,31
774,19,29
775,21,31
776,17,25
777,21,29
778,19,31
779,21,27
780,23,31
781,15,29
782,21,31
783,19,23
784,21,29
785,23,31
786,17,27
787,21,31
788,19,29
789,21,31
790,23,25
791,11,31
792,21,29
793,19,31
794,21,27
795,17,31
796,21,29
797,19,31
798,21,21
799,23,29
800,15,31
801,21,27
802,19,31
803,21,29
804,23,31
805,17,25
806,21,29
807,19,31
808,21,27
809,23,31
810,13,29
811,21,31
812,19,23
813,21,29
814,17,31
815,21,27
816,19,31
817,21,29
818,23,31
819,15,25
820,21,31
821,19,29
822,21,31
823,23,27
824,17,31
825,21,29
826,19,31
827,21,19
828,23,29
829,9,31
830,21,27
831,19,31
832,21,29
833,17,31
834,21,25
835,19,29
836,21,31
837,23,27
838,15,31
839,21,29
840,19,31
841,21,23
842,23,29
843,17,31
844,21,27
845,19,31
846,21,29
847,23,31
848,13,25
849,21,31
850,19,29
851,21,31
852,17,27
853,21,31
854,19,29
855,21,31
856,23,21
857,15,29
858,21,31
859,19,27
860,21,31
861,23,29
862,17,31
863,21,25
864,19,31
865,21,29
866,23,31
867,11,27
868,21,31
869,19,29
870,21,31
871,17,23
872,21,29
873,19,31
874,21,27
875,23,31
876,15,29
877,21,31
878,19,25
879,21,31
880,23,29
881,17,31
882,21,27
883,19,31
884,21,29
885,23,31
886,13,30
887,21,32
888,19,28
889,21,30
890,17,32
891,21,26
892,19,30
893,21,32
894,23,28
895,15,30
896,21,32
897,19,24
898,21,30
899,23,32
900,17,28
901,21,30
902,19,32
903,21,26
904,23,30
905,5,32
906,21,28
907,19,30
908,21,32
909,17,22
910,21,30
911,19,32
912,21,28
913,23,30
914,15,32
915,21,26
916,19,30
917,21,32
918,17,28
919,21,30
920,19,32
921,21,24
922,23,30
923,13,32
924,21,28
925,19,30
926,21,32
927,17,26
928,21,30
929,19,32
930,21,28
931,23,32
932,15,30
933,21,32
934,19,20
935,21,30
936,23,32
937,17,28
938,21,30
939,19,32
940,21,26
941,23,30
942,11,32
943,21,28
944,19,30
945,21,32
946,17,24
947,21,30
948,19,32
949,21,28
950,23,30
951,15,32
952,21,26
953,19,30
954,21,32
955,23,28
956,17,30
957,21,32
958,19,22
959,21,30
960,23,32
961,13,28
962,21,30
963,19,32
964,21,26
965,17,30
966,21,32
967,19,28
968,21,30
969,23,32
970,15,24
971,21,30
972,19,32
973,21,28
974,23,30
975,17,32
976,21,26
977,19,30
978,21,32
979,23,28
980,9,32
981,21,30
982,19,32
983,21,29
984,17,27
985,21,29
986,19,25
987,21,29
988,23,27
989,15,29
990,21,31
991,19,23
992,21,29
993,23,27
994,17,29
995,21,31
996,19,25
997,21,29
998,23,27
999,13,29
1000,21,31
1001,19,21
1002,21,29
1003,17,27
1004,21,29
1005,19,25
1006,21,29
1007,23,27
1008,15,29
1009,21,31
1010,19,23
1011,21,29
1012,23,27
1013,17,29
1014,21,31
1015,19,25
1016,21,29
1017,23,27
1018,11,29
1019,21,31
1020,19,30
1021,21,28
1022,17,30
1023,21,26
1024,19,30
1025,21,28
1026,23,30
1027,15,24
1028,21,30
1029,19,28
1030,21,30
1031,23,26
1032,17,30
1033,21,28
1034,19,30
1035,21,22
1036,23,30
1037,13,28
1038,21,30
1039,19,26
1040,21,30
1041,17,28
1042,21,30
1043,19,24
1044,21,30
1045,23,28
1046,15,30
1047,21,26
1048,19,30
1049,21,28
1050,23,30
1051,17,32
1052,21,31
1053,19,29
1054,21,31
1055,23,27
1056,7,31
1057,21,29
1058,19,31
1059,21,25
1060,17,31
1061,21,29
1062,19,31
1063,21,27
1064,23,31
1065,15,29
1066,21,31
1067,19,23
1068,21,31
1069,17,29
1070,21,31
1071,19,27
